,campo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,mes_max
0,SUNUAPA,1.4063451666666664,1.3824526416001963,6.13763531458642e-10,0.01736204091134319,0.03224967290382156,0.002358765544900623,138
0,TACUILOLAPA,0.025159,0.024026421079277226,0.999999907254706,6.568508279602457e-07,0.0018429328808444953,5447777.750013643,16
0,TAJON,3.047915,3.0479149999999975,0.41189175179455373,0.12443720525278959,0.2712532666030893,0.15221358356911074,86
0,TECOMINOACAN,11.642755,11.322713244449055,0.9999999999995834,0.03498460409377064,0.3659469546796344,0.060089026798895044,442
0,TEOTLECO,3.605104,3.6051039919518058,2.332249365140225e-09,0.01588301998919229,0.1480560428871883,0.014670225819774368,138
0,TERRA,6.183083,5.974484107683592,1.1509821324542822e-08,0.012546213961536826,0.18352857863625027,0.047874839478564885,127
0,TINTAL,0.30566075000000004,0.1792709995655808,0.7485668890720123,9.285872225138923e-18,0.01939570091528615,0.0,50
0,TIUMUT,1.124454,1.096677599829201,0.9999999999999973,0.086595497040917,0.07111379740523452,0.12277837086400308,151
0,TOKAL,0.882307,0.6430881791070846,8.604213257649568e-09,0.013919469582818672,0.06886989596092787,0.11110482911699644,37
0,TONALA,0.02206806060606061,0.02158259622732114,5.03101666051348e-07,0.015642846626671304,0.0011683976383956255,1.5973736061936112,34
0,TUPILCO,0.2805393958333334,0.13518061451323676,0.9999999999999999,0.0005285506297471429,0.007629526587752846,4.928350224884158,729
0,VERNET,0.15628214285714284,0.08721691835692869,3.321492214917397e-07,0.0017736525588569205,0.0038513934383095252,1.0959127112642597,285
0,YAGUAL,4.23316,2.110996264503957,5.607180084233024e-11,0.0025602721523128136,0.07286760552314583,0.00036090332028842424,355
0,ZAAP,5.71068387097,5.435551917424343,0.9999999987963467,8.497590995863213e-20,0.6145737815904393,0.0,8
