pozo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,Qi_harm,di_harm,error_Qi_harm,error_di_harm,Qi_exp,di_exp,error_Qi_exp,error_di_exp,hidrocarburo_principal,ultima_produccion,mes_max,profundidad_total,trayectoria,first_oil,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,di_condensado,estado_actual,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,Np,Gp,Cp,Wp,acum_BOE,RGA,corte_agua,tipo
TAJIN-382,0.000171858455031,8.59292275155e-05,0.5,10.0,inf,inf,8.59292275155e-05,10.0,inf,inf,8.59292275155e-05,10.0,inf,inf,0.000171858455031,2020-02-01,1.0,2020.0,DIRECCIONAL,2020-01-01,0.00044155003816123754,0.9854224034731522,0.057803109470429874,5e-45,0.5,10.0,INACTIVO,3.5135250562575345e-08,3.4321863057052136e-08,3.251258498572204e-08,6.814311278436227e-09,9.685585383587723e-09,5.896530863144935e-09,9.978878034059998e-06,2.9578034728800002e-05,0.0,1.0011125537609999e-05,1.4908550488859997e-05,2964.0641591012313,1.0032315760790373,BAJA
TAJIN-386,0.000643083251085,0.0006430492252747996,0.9873480215964434,0.5924888582216573,inf,inf,0.0005613339723973786,0.504458244697371,inf,inf,0.000562697844699375,10.0,inf,inf,0.000160770812771,2020-01-01,5.0,2059.78,VERTICAL,2019-08-01,0.0031769000202485323,0.9973354652493406,0.19979402242000394,5e-45,0.5,10.0,INACTIVO,3.2309067798830016e-08,4.923738748577372e-14,6.684917658655418e-09,2.533029595518263e-06,9.981856531870133e-19,2.9828857276415654e-09,2.411562191568e-05,0.00014296050132389998,0.0,0.0,4.7942372136329994e-05,7410.160404729739,0.0,BAJA
TAJIN-679,0.00024694401533700003,0.00018520801150275003,0.5,10.0,inf,inf,0.00018520801150275003,10.0,inf,inf,0.00018520801150275003,10.0,inf,inf,0.00024694401533700003,2019-10-01,0.0,1960.0,DIRECCIONAL,2019-10-01,1.5884497925700003e-06,0.5,15.0,5e-45,0.5,10.0,PRODUCTOR,3.811334169422532e-09,3.811334169422532e-09,3.811334169422532e-09,2.523172743515677e-12,2.523172743515677e-12,2.523172743515677e-12,7.408320460110001e-06,9.530698755420003e-08,0.0,3.09677288517e-07,7.4242049580357e-06,12.864857570265645,0.041801281435441824,BAJA
TAJIN-388,0.000157555347977,7.87776739885e-05,0.5,10.0,inf,inf,7.87776739885e-05,10.0,inf,inf,7.87776739885e-05,10.0,inf,inf,0.000157555347977,2020-01-01,0.0,2179.83,DIRECCIONAL,2020-01-01,0.0012896228562562497,0.5,15.0,5e-45,0.5,10.0,INACTIVO,6.20592191903839e-09,6.20592191903839e-09,6.20592191903839e-09,7.391676050571247e-09,7.391676050571247e-09,7.391676050571247e-09,4.726660439310001e-06,4.126793140019999e-05,0.0,2.032258727613e-06,1.160464900601e-05,8730.885564994023,0.4299565737177579,BAJA
TAJIN-639,0.0113102045733,0.007173261096414519,0.9999999765836549,0.011338320348227371,0.0021191504678138053,55.96409837686796,0.0071731672166605595,0.011336894565362113,0.0015321483634863021,0.01962875001393044,0.007107093025156468,0.009592037221824404,0.0014600529553990761,0.01570601478367788,0.004707202473649999,2020-02-01,23.0,2060.0,DIRECCIONAL,2018-03-01,0.11416447353764876,0.9999999999999999,1.2433305380998887,5e-45,0.5,10.0,PRODUCTOR,0.00021581175403511465,0.00021562864980928485,0.0002156286494438108,0.005848954671608143,0.0027528479280361294,0.0027528479279416056,0.00400633669349334,0.013125392143408203,0.0,0.004918751635880819,0.00619390205072804,3027.374593679408,1.2376932842062118,BAJA
TAJIN-677,0.000257233340883,0.00019292500566224998,0.5,10.0,inf,inf,0.00019292500566225,10.0,inf,inf,0.00019292500566225,10.0,inf,inf,0.000257233340883,2019-10-01,0.0,1984.0,VERTICAL,2019-10-01,0.00023826750254325003,0.5,15.0,5e-45,0.5,10.0,PRODUCTOR,4.135561978864353e-09,4.1355619788643566e-09,4.135561978864353e-09,6.307933640910848e-09,6.307933640910848e-09,6.307933640910848e-09,7.717000226489999e-06,9.53070010173e-06,0.0,0.0,9.305450243444998e-06,1235.0265416624127,0.0,BAJA
TAJIN-316,0.0127117914776,0.01271179113427254,9.006411583348259e-08,0.177155014268726,0.002320793539663411,3.157958066079665,0.012711622418442672,0.2137458294945503,0.0016697156097592908,0.12826858561193719,0.01271154301570397,0.17711768415561563,0.0015071197364143966,0.07858396463041525,0.0075854765593300014,2018-06-01,3.0,1900.0,VERTICAL,2018-03-01,0.08609758363678222,1.1741581484869812e-08,3.1335434327728034e-11,5e-45,0.5,10.0,INACTIVO,5.710135959966414e-06,5.7097412555420486e-06,6.409156837991202e-06,0.0005855818830039646,0.0005855818822128943,0.0005855820488348157,0.00121568841849,0.010331709682593001,0.0,0.000821577041043,0.0029376400322555,9045.523664869423,0.678158380629875,BAJA
TAJIN-303,0.000182742865647,9.13714328235e-05,0.5,10.0,inf,inf,9.13714328235e-05,10.0,inf,inf,9.13714328235e-05,10.0,inf,inf,0.000182742865647,2019-09-01,0.0,1985.0,DIRECCIONAL,2019-09-01,0.002019432906283125,0.5,15.0,5e-45,0.5,10.0,INACTIVO,8.348738736219372e-09,8.348738736219372e-09,8.348738736219372e-09,4.243610055129145e-09,4.243610055129145e-09,4.243610055129145e-09,5.48228596941e-06,6.25372770978e-05,0.0,7.49995752e-07,1.5905165485710002e-05,11407.153411322362,0.13680347143232188,BAJA
TAJIN-325,0.000412460032646,0.000206230016323,0.5,10.0,inf,inf,0.000206230016323,10.0,0.0005590366183303704,886.5829552302644,0.000206230016323,10.0,0.0005654181538362079,0.0,0.000412460032646,2020-02-01,5.0,2030.0,DIRECCIONAL,2019-09-01,0.002183524612273839,0.999998365842334,5.162153285915476e-05,5e-45,0.5,10.0,INACTIVO,3.196976886875457e-07,3.1908545991853356e-07,3.125219423812629e-07,1.377119848508808e-05,1.1650765286889216e-06,1.167089271065188e-06,3.092674423851e-05,0.00019665022136849998,0.0,0.0,6.370178113326e-05,6257.47187861483,0.0,BAJA
TAJIN-327,0.00122989657613,0.0010143512795195604,0.9625344968251507,0.1021096044824143,0.0003681655489807035,53.22104196885855,0.0010165418352466064,0.10430167771345206,0.00023629872760826508,0.17289335071930456,0.000997722552971029,0.09050726154580543,0.00022673100690376652,0.13476225424203994,0.0007493025007350001,2020-02-01,3.0,2470.71,VERTICAL,2019-11-01,0.0040539918528547094,0.9999984792491668,1.1598262887792135e-06,5e-45,0.5,10.0,INACTIVO,1.3679692733163386e-07,1.3907461934460126e-07,1.3927440676183628e-07,8.329666184790183e-06,8.329682037257605e-06,8.33146372124418e-06,0.00010632104194988999,0.0004864874655051,0.0,2.408125419492e-05,0.00018740228620074,4596.0826356046655,0.21239808750210334,BAJA
TAJIN-331,0.0024222804749600003,0.0011010675608343124,0.003917754696193848,0.017304943148530767,0.0009877724524023001,781.7550355887785,0.0011038798802010166,0.019026453341335972,0.0007132650311915996,0.20214476154353986,0.0011014387975346227,0.01742821920541448,0.000698118867704558,0.1816752269915929,0.000433083142374,2020-02-01,6.0,1948.0,VERTICAL,2019-08-01,0.0022085951662964526,0.09411385018863172,3.6915933278899686e-06,5e-45,0.5,10.0,PRODUCTOR,5.046183474184354e-06,5.046187753915144e-06,5.051751539361138e-06,1.3331588404408532e-05,1.333158497811147e-05,1.3331532681890296e-05,0.00021963121923816001,0.00046383443322906,0.0,2.1528319652460003e-05,0.00029693695810967003,2544.993911296798,0.16179458346789866,BAJA
TAJIN-307,0.008884607275959999,0.007686843265061264,2.894195853805468e-10,0.02489110002539317,0.0006784252151516178,0.006980192420493552,0.00760951014469364,0.027556563969663106,0.0010253611815871605,0.020587639439571207,0.007693312760608047,0.02502397104539555,0.0009062455089595363,0.012933956772064279,0.00401804950255,2020-02-01,23.0,2020.0,VERTICAL,2018-03-01,0.032262399757752316,2.1686244563891495e-10,0.04983286046416564,5e-45,0.5,10.0,INACTIVO,4.024109243042347e-05,4.02415048162454e-05,4.266550364094659e-05,0.0014636396163122984,0.001463638646019975,0.0014874936740129998,0.002432443522197299,0.008570308552949399,0.0,0.0015631567112423996,0.0038608282810222,3414.315431984581,0.6207709985626291,BAJA
TAJIN-305,0.000232581734012,0.00017443630050900002,0.5,10.0,inf,inf,0.00017443630050900002,10.0,inf,inf,0.00017443630050900002,10.0,inf,inf,0.000232581734012,2019-09-01,0.0,2067.0,DIRECCIONAL,2019-09-01,0.0007694054758753125,0.5,15.0,5e-45,0.5,10.0,INACTIVO,3.3808914372517943e-09,3.3808914372517943e-09,3.3808914372517943e-09,2.6310434946974016e-09,2.6310434946974016e-09,2.6310434946974016e-09,6.9774520203600006e-06,2.462097522801e-05,0.0,0.0,1.1080947891695e-05,3528.648445903564,0.0,BAJA
TAJIN-322,0.00286171998194,0.0020810707402633636,0.9999998808977633,3.052593223589877e-06,0.0009045032524568043,41743773.302762575,0.0020800929913907164,8.804208188857902e-05,0.0005602083700301657,0.043168292315346676,0.0020811592946818314,2.8102350127623925e-06,0.0005597073746433802,0.04306527719002839,0.00226853017955,2020-02-01,9.0,2100.0,DIRECCIONAL,2019-05-01,0.007096530089772911,0.047526055962528124,7.056681553186407e-09,5e-45,0.5,10.0,INACTIVO,1.6868455190731118e-06,1.6868533066619066e-06,1.6895236268837218e-06,1.953474556024823e-05,1.9534735320094236e-05,1.953559897697801e-05,0.0003122023846464,0.0010644827975658001,0.0,0.0,0.0004896161842407,3561.0722725122005,0.0,BAJA
TAJIN-326,0.013495076800200002,0.013349444424529417,0.9999999664061598,1.6292623889416094e-06,0.001455854037075799,6845704.309043751,0.013350054584131242,8.479366026600127e-13,0.001312678860355185,0.00732551803963376,0.013350455151350277,1.3434267791617036e-09,0.0013126787792422938,0.007325296890273707,0.014020890944,2020-02-01,23.0,2000.0,VERTICAL,2018-03-01,0.08890427567441966,0.9999999999999813,0.10367989902330169,5e-45,0.5,10.0,PRODUCTOR,0.00024197080291208747,0.00024198212579420677,0.00024197081686614524,0.0022781029495447195,0.0017623583574688565,0.0017623583574384865,0.009613053061269599,0.03332486009900099,0.0,0.00519343734069,0.015167196411103097,3914.773884804696,0.5402376233654349,BAJA
TAJIN-306,0.00099677715832,0.0009967537284956151,0.9783355048551874,0.5561819217956633,inf,inf,0.0009297637552564146,0.4902161443069553,inf,inf,0.0009967771310253127,0.3765539108993942,inf,inf,0.000469382450142,2018-06-01,2.0,1920.0,VERTICAL,2018-04-01,0.0019696898150090656,0.9790189624496369,0.9863178335866851,5e-45,0.5,10.0,INACTIVO,4.890349108251571e-19,4.452884700489621e-14,4.490804784315097e-09,4.3486416356982673e-07,8.075590951742102e-15,4.063290268095947e-09,4.398478825386e-05,7.878760037724002e-05,0.0,2.21229688746e-05,5.71160549834e-05,1687.419855548174,0.503728481039271,BAJA
TAJIN-339,0.000232581734012,0.00017443630050900002,0.5,10.0,inf,inf,0.00017443630050900002,10.0,inf,inf,0.00017443630050900002,10.0,inf,inf,0.000232581734012,2019-09-01,0.0,2057.0,DIRECCIONAL,2019-09-01,0.001169496323896875,0.5,15.0,5e-45,0.5,10.0,INACTIVO,3.3808914372517943e-09,3.3808914372517943e-09,3.3808914372517943e-09,6.078762896036916e-09,6.078762896036916e-09,6.078762896036916e-09,6.9774520203600006e-06,3.74238823647e-05,0.0,0.0,1.321476574781e-05,5363.545640371042,0.0,BAJA
TAJIN-355,0.000270117049066,0.0002025877867995,0.5,10.0,inf,inf,0.0002025877867995,10.0,inf,inf,0.0002025877867995,10.0,inf,inf,0.000270117049066,2019-09-01,0.0,2030.0,DIRECCIONAL,2019-09-01,0.00155512234824,0.5,15.0,5e-45,0.5,10.0,INACTIVO,4.560201262257741e-09,4.560201262257741e-09,4.560201262257741e-09,2.516551007279394e-09,2.516551007279394e-09,2.516551007279394e-09,8.10351147198e-06,4.81586275584e-05,0.0,8.703007566e-07,1.612994939838e-05,5942.933224062307,0.10739797921053007,BAJA
TAJIN-357,0.0118051633739,0.011805163101153131,0.9999999954752248,3.827014889944125e-08,0.002708782003010318,12202437.031776298,0.011805163321667063,8.49371025755927e-09,0.0026430983508170494,0.01668031714261841,0.011805163315153305,4.0483417659450046e-11,0.002643097801430591,0.016680308138768942,0.0097684315746,2020-02-01,23.0,1980.0,VERTICAL,2018-03-01,0.09749961595492337,4.933954122877245e-09,0.10897892336345134,5e-45,0.5,10.0,PRODUCTOR,0.0009810079104889172,0.000981008620511616,0.0009810080605631138,0.004804139091431741,0.004804142923395569,0.008593302665256106,0.0104289528687663,0.026062756915149306,0.0,0.0044839992741921,0.014772745687957847,3207.5645838422806,0.4299567635365147,BAJA
TAJIN-311,0.00345550100354,0.001739682650284612,2.244388910832562e-10,0.08979810388594178,0.0008205844498539835,0.02732490799511575,0.0016651431043589163,0.07964745101296661,0.0011584093959505375,0.3360164013132107,0.0017498844694150597,0.09264894450404969,0.0011109025795904468,0.2466712346486019,0.000601504376418,2020-02-01,5.0,1940.56,VERTICAL,2019-09-01,0.004107699830725769,1.6148743837190625e-05,0.04764816076475219,5e-45,0.5,10.0,PRODUCTOR,8.101612950442292e-06,8.10194092117366e-06,8.215748810830716e-06,4.7066770758485417e-05,4.706674774612217e-05,4.725677524755123e-05,0.00025145219456385,0.00065758854412503,0.0,2.9820276369780003e-05,0.000361050285251355,2905.3366847335524,0.21536258289736376,BAJA
TAJIN-313,0.0080885007787,0.00808849788579069,0.9999999991529168,8.53972719749163e-08,0.004476937950175779,31967421.889451772,0.008088500436124529,7.76676956990431e-09,0.00409499452357516,0.03623954205071125,0.008088500556583542,3.3489169724105776e-11,0.004094993818190939,0.036239522744736394,0.017852652105900004,2020-02-01,23.0,2370.0,DIRECCIONAL,2018-03-01,0.1343614509549995,0.9999999999999999,0.3441512231563986,5e-45,0.5,10.0,PRODUCTOR,0.0015568939212217791,0.0015568968164943015,0.001556894165588975,0.005721612709501403,0.0026919248806900812,0.002691924880689774,0.0065804618720235,0.024022497069174,0.0,0.0032372065405563,0.0105842113835525,8088.36326887992,0.46755934651920394,BAJA
TAJIN-352,0.00622985959057,0.0062298595475510235,0.9999999999257352,3.6587152698383513e-09,0.0024972206705222307,30158919.918613195,0.006229859585052178,4.730752201439567e-10,0.002161313345508589,0.025846537640275932,0.006229859556714519,1.2195126457737205e-11,0.0021613132421083427,0.025846532851034002,0.011836746388100002,2020-02-01,23.0,2007.0,DIRECCIONAL,2018-03-01,0.13886314563758922,0.9999999999977,2.4439696313058436e-10,5e-45,0.5,10.0,PRODUCTOR,0.000655966213984304,0.0006559662836238093,0.0006559662177110877,0.010930972817271657,0.01093095455942811,0.010930954445084996,0.007066314328192501,0.10503375661506004,0.0,0.004253562885105601,0.0245719404307025,16852.254856749147,0.6019507278394266,BAJA
TAJIN-374,0.008135903553439999,0.006906020332454683,3.166137144128278e-11,0.030992340458626828,0.0007099192008122652,0.0008113005723356494,0.006835307267869947,0.03315645069519673,0.0012125889646131586,0.034051232964437614,0.006909932259291952,0.031095218409517438,0.0011233658888366437,0.024048652062417106,0.0007934361385950001,2019-04-01,13.0,2000.0,DIRECCIONAL,2018-03-01,0.08192321982839998,0.1357002706470493,0.4549700026163966,5e-45,0.5,10.0,INACTIVO,4.535640826778164e-05,4.5356231615047295e-05,4.620787596443188e-05,0.001178016288946018,0.001170037287108322,0.001559973116542448,0.0022205223500773507,0.0080679687518646,0.0,0.0033695337132906003,0.00356518380872145,3817.112374779167,1.517450878984215,BAJA
TAJIN-378,0.0122058669894,0.010777075133345682,0.9999999999999777,2.980898406736611e-11,0.0014752132731212803,0.0,0.010776933521590475,3.443715769259009e-08,0.0014412969302923077,0.009963719780160796,0.010777025261878754,8.931736313603743e-09,0.0014412959582248272,0.009963619336925144,0.012126511965,2020-02-01,23.0,1950.0,VERTICAL,2018-03-01,0.14181768059306302,0.99999999999999,7.468005448609205e-11,5e-45,0.5,10.0,PRODUCTOR,0.00029171068598042625,0.0002917106226289278,0.00029171086775599286,0.024497124431133107,0.024497117935718425,0.024497117691933017,0.007759495257669299,0.11374968403154698,0.0,0.0043754496651611996,0.0267177759295938,15706.591386466336,0.5639900559011273,BAJA
TAJIN-324,0.0136324140968,0.00961337715320791,0.9999999999996805,4.0758683631027094e-10,0.0022484271243984806,12258929.140792796,0.009613382259715685,1.862660498362534e-10,0.0021364121649327782,0.016556621659745537,0.009613361517103928,9.88563576730327e-11,0.0021364120745987047,0.016556654446224763,0.00974779852008,2020-02-01,23.0,2050.0,VERTICAL,2018-03-01,0.08035022031287965,2.612022249937461e-07,0.008046084533191519,5e-45,0.5,10.0,PRODUCTOR,0.0006409381020293806,0.0006409381050082367,0.0006409381028587603,0.001644177145314632,0.001644177740339352,0.0016800146515999616,0.006921641133072599,0.053412186934875004,0.0,0.006547472011664999,0.0158236722888851,11663.502980425228,0.9459568965636215,BAJA
TAJIN-392,0.00924073404766,0.008799180929588184,0.9999999989955356,1.1307117119393535e-07,0.001807874318226225,11503553.76901035,0.008799386742518312,1.5998605273007884e-08,0.0017117431410024772,0.014819663785370335,0.00879910950662956,1.959192348997851e-08,0.001711743001347029,0.014820123761435534,0.0101671429395,2020-02-01,23.0,2240.0,DIRECCIONAL,2018-03-01,0.049962631278561404,1.3367270979003365e-06,2.008818302289333e-12,5e-45,0.5,10.0,INACTIVO,0.0003897139371729133,0.00038971439140885985,0.0003897139166456059,0.00865949241709339,0.0086594924158654,0.008659492600471216,0.006071643795754501,0.034474215965570106,0.0,0.0018729148497294004,0.011817346456682847,5955.731112456792,0.3153468963085301,BAJA
TAJIN-394,0.008372926123630001,0.008372916046561216,0.9999999796096888,7.174192031226271e-07,0.001252775018979968,9012522.344355708,0.008372922252438493,2.975605333904426e-07,0.0011774434421144117,0.011462983293216749,0.008372923287626479,7.568811646399412e-10,0.0011774330531696272,0.011462805279716035,0.0043890427032700005,2019-12-01,21.0,2080.0,DIRECCIONAL,2018-03-01,0.051211940252469786,5.930345212423749e-05,1.5063014704012233e-10,5e-45,0.5,10.0,PRODUCTOR,0.00016313775180540354,0.00016314261482085817,0.00016313967163852404,0.012958823479227879,0.012958823567029062,0.012958823511525951,0.0062452972439451,0.042693213530736004,0.0,0.0026852049522033,0.013360832832401099,6867.528858630758,0.429954464666784,BAJA
TAJIN-84,0.0144233675854,0.011430581695288619,0.999999999857262,1.3432424078816032e-08,0.0009778628688131288,4753560.300169169,0.011430596838253452,5.081511413658405e-09,0.0009537451125010939,0.006216219805759519,0.011430597481061807,4.838177420485194e-09,0.0009537450434518096,0.006216217624993472,0.0097684315746,2020-02-01,23.0,2193.0,DIRECCIONAL,2018-03-01,0.027415185778884636,0.9999999999818037,5.113756099311745e-10,5e-45,0.5,10.0,PRODUCTOR,0.00012773520466055266,0.00012773523792491807,0.0001277352056023951,0.0005539198348389314,0.0005539198505501513,0.0005539198463223067,0.0082300444724877,0.019738945106837998,0.0,0.0035385631595409002,0.0115198686569607,2440.584774158509,0.42995692056846285,BAJA
TAJIN-377,0.0137523083209,0.013752307250267558,0.00026034119910812656,1.717582196574529e-05,0.002983332621206187,4768.1343031778115,0.01375230801439328,9.541101058718714e-06,0.0028046852983850176,0.015197416784089077,0.013752296454631259,2.175743244836511e-06,0.00280442495528841,0.015192778724971774,0.00971859500507,2020-02-01,23.0,2087.0,DIRECCIONAL,2018-03-01,0.1185931769817087,6.222858546540415e-09,0.006849215725467928,5e-45,0.5,10.0,PRODUCTOR,0.0011043926711385046,0.0011044011158262436,0.001104396634051475,0.008923310422804193,0.008923310368568211,0.008953063250261638,0.010234416746821798,0.07900358628063897,0.0,0.005528676374185801,0.023401681126928295,8721.94864412569,0.54020397763498,BAJA
TAJIN-371,0.00813498536927,0.008134985276674486,0.9999999999718079,2.0919355569635686e-09,0.001741456093895666,16905166.09768051,0.008134985357035981,3.0633924346949775e-10,0.0016631290642647502,0.015231128182717454,0.008134985148570872,2.034876533214736e-11,0.0016631290218740496,0.015231126075462151,0.00971859500507,2020-02-01,23.0,2160.0,DIRECCIONAL,2018-03-01,0.016742365073677885,0.9999999999948133,7.908831383943006e-11,5e-45,0.5,10.0,PRODUCTOR,0.00038841672933001423,0.00038841674786598023,0.00038841671549448087,0.0002940081800232562,0.00029399669059397787,0.0002940145760579009,0.0071462004063147,0.013423077592703997,0.0,0.002223252992283,0.009383380005098701,2022.2901881976732,0.23111566311058374,BAJA
